parent,child,relationshiptype
Node683,Node1290,A
Node236,Node1398,E
Node1259,Node1129,Star
Node252,Node1447,O
Node996,Node1354,E
Node222,Node1448,A
Node1232,Node1449,Star
Node958,Node1449,R
Node679,Node1450,M
Node974,Node1451,M
Node1413,Node1452,O
Node1333,Node1453,A
Node612,Node1454,A
Node283,Node1455,A
Node327,Node1436,R
Node760,Node996,Star
Node1233,Node1084,A
Node579,Node1160,A
Node505,Node1456,Star
Node471,Node1286,E
Node190,Node1457,Star
Node853,Node1422,Star
Node171,Node1312,R
Node774,Node1192,O
Node897,Node1458,O
Node1393,Node1318,Star
Node102,Node1459,O
Node260,Node1389,Star
Node1110,Node1371,Star
Node1191,Node1362,A
Node1230,Node1386,A
Node85,Node1085,E
Node1095,Node1335,R
Node162,Node1460,Star
Node747,Node1450,E
Node942,Node1401,A
Node336,Node1461,Star
Node355,Node1247,R
Node268,Node1462,A
Node433,Node1463,O
Node659,Node1464,O
Node412,Node1465,A
Node518,Node1466,Star
Node14,Node1088,R
Node715,Node1467,A
Node619,Node1368,R
Node673,Node1229,Star
Node177,Node1468,O
Node396,Node1404,E
Node1285,Node1469,O
Node1059,Node1470,Star
Node163,Node1471,Star
Node372,Node1406,E
Node227,Node1439,R
Node620,Node1472,Star
Node495,Node1282,E
Node1227,Node1314,R
Node765,Node673,R
Node499,Node1473,O
Node139,Node1339,R
Node1425,Node1474,M
Node952,Node1475,A
Node1294,Node1476,A
Node1036,Node1477,O
Node1278,Node1478,Star
Node879,Node1420,A
Node281,Node1310,E
Node180,Node1479,Star
Node227,Node1480,O
Node1089,Node1481,O
Node1046,Node1482,O
Node1343,Node1483,M
Node1432,Node1426,A
Node575,Node1243,E
Node856,Node1484,O
Node695,Node1485,O
Node614,Node1454,E
Node221,Node1462,R
Node1170,Node1486,O
Node693,Node1487,O
Node734,Node1488,A
Node1,Node1489,Star
Node723,Node1490,A
Node595,Node1491,M
Node1167,Node1492,Star
Node1238,Node1493,M
Node518,Node1345,R
Node865,Node1494,Star
Node271,Node1495,Star
Node653,Node1496,A
Node290,Node1208,E
Node340,Node1497,Star
Node831,Node1498,A
Node1033,Node1499,M
Node65,Node1500,M
Node1072,Node1407,E
Node1331,Node1501,O
Node916,Node1011,R
Node738,Node1421,R
Node1085,Node1259,O
Node906,Node1502,A
Node1253,Node1316,E
Node1317,Node1151,A
Node1368,Node1459,Star
Node655,Node1503,O
Node355,Node1504,A
Node1437,Node1505,O
Node1089,Node1313,R
Node1328,Node1506,O
Node796,Node1507,M
Node1247,Node1508,Star
Node1008,Node1321,E
Node183,Node1509,Star
Node278,Node1510,A
Node315,Node1511,O
Node84,Node1512,A
Node1148,Node1361,R
Node1055,Node1300,R
Node102,Node1513,O
Node153,Node1514,A
Node527,Node1515,A
Node1340,Node1219,Star
Node1129,Node1516,Star
Node610,Node1517,O
Node411,Node1518,Star
Node560,Node1519,A
Node692,Node1412,E
Node1450,Node1520,O
Node1189,Node1521,M
Node1497,Node1065,Star
Node848,Node1522,M
Node495,Node1523,A
Node438,Node1110,R
Node973,Node1524,O
Node702,Node1525,A
Node809,Node1469,R
Node315,Node1526,M
Node519,Node1527,O
Node1278,Node1387,E
Node499,Node1511,R
Node1078,Node1528,A
Node949,Node1529,O
Node1241,Node1515,Star
Node183,Node1427,R
Node66,Node1281,R
Node1488,Node1530,A
Node704,Node1531,A
Node963,Node1504,O
Node173,Node1532,O
Node1064,Node1307,Star
Node237,Node1533,Star
Node935,Node1534,A
Node1456,Node1265,O
Node637,Node1457,R
Node1487,Node1535,O
Node540,Node1536,A
Node1524,Node1518,Star
Node1320,Node1537,O
Node1412,Node1538,A
Node557,Node1539,O
Node1246,Node1289,R
Node90,Node1540,O
Node322,Node1537,E
Node205,Node1076,E
Node1389,Node1505,A
Node1413,Node1338,E
Node361,Node1541,O
Node540,Node1477,R
Node1317,Node1164,E
Node396,Node1496,E
Node1273,Node1298,O
Node206,Node1432,E
Node112,Node1542,O
Node62,Node1492,R
Node572,Node1543,Star
Node902,Node1544,O
Node1181,Node1467,O
Node1315,Node1545,A
Node1435,Node1546,Star
Node585,Node1324,R
Node295,Node1547,O
Node951,Node1548,Star
Node259,Node1549,Star
Node312,Node1550,O
Node1149,Node1551,Star
Node476,Node1552,A
Node252,Node1168,R
Node932,Node1506,A
Node1344,Node1553,Star
Node1189,Node1554,M
Node211,Node1476,R
Node1252,Node1359,O
Node820,Node1418,Star
Node222,Node1555,A
Node577,Node1556,Star
Node267,Node1161,R
Node738,Node1351,R
Node656,Node1557,Star
Node1158,Node898,A
Node557,Node1558,O
Node499,Node1559,O
Node109,Node1529,R
Node1098,Node1560,O
Node1047,Node1561,O
Node312,Node1562,O
Node241,Node1563,A
Node1542,Node1263,Star
Node459,Node1564,O
Node323,Node1565,M
Node1473,Node1566,O
Node538,Node1196,E
Node1014,Node1301,O
Node244,Node1388,R
Node1207,Node1567,Star
Node1154,Node1568,O
Node456,Node1569,Star
Node986,Node1484,Star
Node1113,Node1570,M
Node444,Node956,Star
Node1035,Node1571,Star
Node588,Node1572,O
Node580,Node1543,R
Node217,Node1452,R
Node1194,Node1573,O
Node713,Node1285,R
Node186,Node1574,M
Node1378,Node1456,A
Node208,Node1070,E
Node911,Node1575,O
Node1005,Node1576,A
Node422,Node1577,Star
Node1109,Node1379,R
Node887,Node1578,A
Node1444,Node1579,O
Node329,Node1580,O
Node668,Node1581,A
Node1148,Node1528,R
Node1139,Node1582,M
Node94,Node1172,R
Node1310,Node1583,Star
Node34,Node1322,R
Node5,Node942,E
Node1554,Node1430,Star
Node383,Node1397,E
Node661,Node1584,A
Node878,Node1551,A
Node941,Node1585,Star
Node233,Node1089,E
Node935,Node1586,A
Node688,Node1587,O
Node1550,Node1588,A
Node240,Node1589,Star
Node29,Node1590,O
Node113,Node1513,E
Node576,Node1591,O
Node326,Node1592,A
Node584,Node1593,Star
Node833,Node1553,E
Node1424,Node1149,A
Node985,Node1594,O
Node1403,Node1487,O
Node1099,Node1595,M
Node685,Node1596,Star
Node283,Node1580,R
Node110,Node1461,R
Node925,Node1287,R
Node47,Node1510,E
Node501,Node1597,A
Node422,Node1470,R
Node807,Node1583,A
Node1023,Node1403,E
Node435,Node1598,M
Node1001,Node1599,O
Node919,Node1600,Star
Node1301,Node1465,Star
Node1160,Node1601,A
Node735,Node1571,O
Node1495,Node1444,A
Node956,Node1602,Star
Node317,Node1603,A
Node1243,Node1604,Star
Node1349,Node1124,E
Node263,Node1342,E
Node1293,Node1605,O
Node762,Node1606,Star
Node509,Node1573,E
Node1549,Node1593,O
Node1315,Node1567,E
Node1045,Node1508,O
Node1445,Node1607,Star
Node922,Node1608,O
Node281,Node1609,A
Node1116,Node1333,Star
Node676,Node1478,R
Node1140,Node1460,O
Node301,Node1340,A
Node111,Node1598,R
Node1487,Node1410,R
Node622,Node1610,A
Node422,Node1547,R
Node822,Node1332,O
Node1210,Node1392,Star
Node1605,Node1611,O
Node508,Node1591,E
Node1062,Node1612,Star
Node1171,Node1613,Star
Node1361,Node1256,Star
Node1341,Node1614,O
Node1130,Node1615,Star
Node1416,Node1616,O
Node585,Node1617,A
Node573,Node1618,O
Node758,Node1619,O
Node442,Node1620,A
Node441,Node1621,M
Node1230,Node1490,R
Node616,Node1548,E
Node1247,Node1622,Star
Node845,Node1227,E
Node1499,Node1586,O
Node603,Node1623,M
Node1461,Node1624,Star
Node1459,Node1280,O
Node1097,Node1350,O
Node535,Node1624,E
Node844,Node1625,M
Node1166,Node488,Star
Node433,Node1626,O
Node970,Node1627,Star
Node1121,Node1628,M
Node1549,Node950,E
Node290,Node1629,O
Node1037,Node1630,Star
Node697,Node1631,A
Node818,Node1466,O
Node842,Node1458,E
Node130,Node1632,Star
Node742,Node1633,O
Node862,Node1634,M
Node958,Node1491,R
Node1517,Node1608,O
Node148,Node1242,R
Node764,Node1635,O
Node311,Node1636,A
Node606,Node1195,R
Node983,Node1637,M
Node844,Node1638,O
Node1527,Node1233,Star
Node218,Node1639,A
Node1164,Node1640,Star
Node773,Node1241,R
Node1604,Node1641,O
Node1627,Node1635,A
Node1343,Node1642,O
Node1077,Node1561,O
Node1445,Node1643,Star
Node728,Node1610,E
Node1424,Node1644,A
Node282,Node1391,E
Node593,Node1645,O
Node211,Node1356,R
Node135,Node1214,R
Node1022,Node1646,O
Node1329,Node1647,A
Node978,Node1475,E
Node955,Node1295,Star
Node215,Node1648,O
Node1367,Node1538,Star
Node1121,Node1649,M
Node1019,Node1288,O
Node1093,Node1408,Star
Node845,Node1419,E
Node1293,Node1650,O
Node1356,Node1585,O
Node739,Node1646,O
Node1388,Node1544,Star
Node1085,Node1651,O
Node365,Node1652,A
Node1325,Node1557,Star
Node1457,Node1577,Star
Node459,Node1653,O
Node548,Node1569,O
Node245,Node1554,R
Node1153,Node1488,R
Node920,Node1632,R
Node247,Node1292,E
Node256,Node1349,E
Node232,Node1305,R
Node661,Node1654,A
Node197,Node1655,O
Node1497,Node1614,E
Node1188,Node1656,O
Node487,Node1657,O
Node177,Node1658,O
Node1473,Node1659,O
Node779,Node1455,A
Node1603,Node1660,O
Node333,Node1661,M
Node978,Node1611,E
Node10,Node1662,M
Node456,Node1663,Star
Node23,Node1587,E
Node777,Node1104,Star
Node229,Node1664,Star
Node920,Node1665,Star
Node312,Node1666,M
Node1256,Node1615,Star
Node609,Node1572,E
Node193,Node1277,R
Node144,Node1667,M
Node1088,Node1668,Star
Node625,Node1669,M
Node764,Node1670,M
Node901,Node1671,Star
Node1237,Node1417,O
Node163,Node1672,Star
Node584,Node1673,Star
Node1173,Node1220,A
Node488,Node1674,O
Node1316,Node1675,O
Node571,Node1676,O
Node1638,Node1677,Star
Node151,Node1394,E
Node395,Node1678,Star
Node1498,Node1679,Star
Node1373,Node1384,O
Node166,Node1652,E
Node948,Node1680,Star
Node820,Node1681,Star
Node443,Node1597,R
Node1098,Node1682,O
Node198,Node1106,R
Node224,Node1532,R
Node512,Node1373,R
Node511,Node1683,A
Node434,Node1684,A
Node301,Node1662,R
Node689,Node1685,O
Node183,Node1686,Star
Node928,Node1687,A
Node486,Node1575,E
Node307,Node1688,A
Node1503,Node1689,O
Node713,Node1366,R
Node1317,Node1254,E
Node1502,Node1690,M
Node1399,Node1691,O
Node198,Node1692,O
Node1667,Node1693,A
Node1166,Node1694,Star
Node159,Node1605,E
Node1003,Node1695,Star
Node474,Node1696,O
Node1265,Node1697,O
Node343,Node1698,O
Node1687,Node1699,M
Node573,Node1700,O
Node266,Node1701,M
Node1573,Node1702,A
Node556,Node1703,O
Node1427,Node1400,A
Node1313,Node1704,Star
Node984,Node1705,O
Node1684,Node1706,A
Node1061,Node1390,R
Node1035,Node1699,E
Node605,Node1479,E
Node813,Node1623,A
Node1035,Node1563,E
Node1573,Node1642,R
Node848,Node1707,O
Node259,Node1708,Star
Node1229,Node1519,A
Node1371,Node1709,O
Node234,Node1501,R
Node1505,Node1710,O
Node900,Node1711,Star
Node1348,Node1555,Star
Node347,Node1712,M
Node678,Node1713,A
Node1002,Node1714,O
Node1165,Node1715,A
Node432,Node1716,O
Node930,Node1717,O
Node186,Node1718,M
Node492,Node1663,E
Node1205,Node1530,Star
Node979,Node1719,O
Node1512,Node1720,O
Node527,Node1186,R
Node1720,Node1721,O
Node1664,Node1722,Star
Node970,Node1677,E
Node19,Node1723,O
Node14,Node1724,Star
Node466,Node1725,O
Node240,Node1581,E
Node276,Node1726,A
Node751,Node1727,O
Node446,Node1649,E
Node1235,Node1728,Star
Node1260,Node1729,O
Node462,Node1730,O
Node850,Node1590,O
Node673,Node1348,R
Node405,Node1489,R
Node121,Node1731,M
Node1665,Node1320,O
Node389,Node1697,A
Node1706,Node1621,Star
Node195,Node1685,E
Node1606,Node1732,M
Node1600,Node1616,A
Node890,Node1733,M
Node280,Node1734,O
Node185,Node1735,M
Node535,Node1736,A
Node515,Node1737,M
Node1623,Node1738,O
Node906,Node1739,A
Node649,Node1428,R
Node101,Node1740,O
Node536,Node1741,M
Node1038,Node1742,O
Node83,Node1709,E
Node101,Node1743,O
Node75,Node1653,R
Node1118,Node1744,A
Node1108,Node1745,O
Node392,Node959,E
Node981,Node1746,A
Node1576,Node1331,Star
Node401,Node1747,A
Node1225,Node1748,O
Node246,Node1370,E
Node1740,Node1749,Star
Node98,Node1315,R
Node51,Node1750,O
Node1457,Node1601,R
Node661,Node1330,E
Node972,Node1742,O
Node987,Node1267,A
Node327,Node1706,R
Node439,Node1751,A
Node1691,Node1752,O
Node341,Node1753,Star
Node179,Node1294,R
Node615,Node1754,Star
Node585,Node1755,A
Node332,Node1756,O
Node797,Node1570,R
Node279,Node1733,E
Node1728,Node1757,M
Node1749,Node1667,Star
Node1062,Node1758,Star
Node891,Node1759,A
Node900,Node1760,Star
Node1686,Node1761,A
Node751,Node1353,E
Node818,Node1723,R
Node425,Node1762,O
Node632,Node1638,E
Node912,Node943,E
Node1153,Node1674,R
Node1099,Node1763,O
Node1725,Node1764,O
Node832,Node1765,Star
Node1534,Node1766,O
Node797,Node1767,A
Node48,Node1768,M
Node1056,Node1769,M
Node181,Node1468,R
Node1206,Node1770,A
Node711,Node1771,O
Node308,Node1620,R
Node668,Node1772,A
Node440,Node1673,E
Node472,Node1472,E
Node849,Node1773,Star
Node1355,Node1774,M
Node1587,Node1603,A
Node127,Node1775,M
Node384,Node1336,R
Node741,Node1776,O
Node872,Node1777,O
Node160,Node1776,E
Node1728,Node1778,O
Node223,Node1779,A
Node1494,Node1780,A
Node721,Node1781,M
Node993,Node1782,Star
Node1684,Node1783,A
Node1082,Node1628,A
Node1171,Node1291,R
Node263,Node1524,E
Node1500,Node1784,O
Node1403,Node1780,R
Node1232,Node1785,Star
Node1002,Node1786,O
Node370,Node1683,R
Node1729,Node1507,O
Node1204,Node1772,A
Node234,Node1278,R
Node534,Node1644,O
Node1651,Node1690,O
Node1246,Node1787,Star
Node1451,Node1788,A
Node1048,Node1718,R
Node481,Node1789,O
Node786,Node1790,A
Node865,Node1791,Star
Node1127,Node1792,O
Node1454,Node1793,Star
Node411,Node1738,E
Node1038,Node1794,O
Node1368,Node1703,R
Node113,Node1691,E
Node1189,Node1795,M
Node159,Node1777,E
Node266,Node1796,M
Node1292,Node1797,A
Node189,Node1798,Star
Node920,Node1799,Star
Node935,Node1800,A
Node1642,Node1783,Star
Node451,Node1801,A
Node319,Node1283,E
Node567,Node1556,R
Node661,Node1802,A
Node762,Node1803,Star
Node68,Node1520,E
Node152,Node1679,E
Node926,Node1584,A
Node1419,Node1212,A
Node498,Node1804,Star
Node1401,Node1753,Star
Node1287,Node1578,O
Node1263,Node1805,Star
Node263,Node1806,A
Node1051,Node1807,A
Node1759,Node1808,A
Node816,Node1793,R
Node879,Node1809,A
Node260,Node1810,Star
Node534,Node1811,O
Node224,Node1812,O
Node258,Node1681,R
Node635,Node1813,O
Node30,Node1814,A
Node160,Node1815,O
Node232,Node1816,A
Node1706,Node1319,E
Node1405,Node1817,M
Node82,Node968,R
Node1258,Node1818,M
Node1547,Node1759,O
Node1116,Node1383,R
Node37,Node1819,O
Node1131,Node1820,O
Node1565,Node1821,O
Node301,Node1822,A
Node955,Node1525,R
Node948,Node1823,Star
Node730,Node1527,R
Node397,Node1640,E
Node1481,Node1358,Star
Node780,Node1824,Star
Node258,Node1825,O
Node580,Node1411,R
Node181,Node1664,R
Node1350,Node1768,O
Node1006,Node1694,A
Node1444,Node1434,R
Node1093,Node1748,R
Node570,Node1826,A
Node348,Node1827,A
Node1785,Node1798,O
Node383,Node1828,A
Node1170,Node1659,E
Node1648,Node1829,A
Node1739,Node1830,O
Node1814,Node1831,A
Node853,Node1832,Star
Node340,Node1833,Star
Node46,Node1834,O
Node1114,Node1835,M
Node165,Node1811,R
Node504,Node1829,E
Node570,Node1443,E
Node1611,Node1565,O
Node1007,Node1836,A
Node1168,Node1665,O
Node1133,Node1619,E
Node722,Node1539,A
Node112,Node1837,O
Node987,Node1497,R
Node238,Node1838,O
Node982,Node955,E
Node1190,Node1839,O
Node1820,Node1582,O
Node405,Node1840,Star
Node1148,Node1791,R
Node1146,Node1841,O
Node1415,Node1842,O
Node991,Node1521,A
Node628,Node1843,Star
Node693,Node1844,O
Node1204,Node1609,E
Node714,Node1451,E
Node1346,Node1651,Star
Node1250,Node1845,M
Node1203,Node1846,O
Node1162,Node1668,O
Node678,Node1834,R
Node1399,Node1847,M
Node1288,Node1766,A
Node1602,Node1848,M
Node1336,Node1695,Star
Node1710,Node1849,O
Node1236,Node1850,O
Node734,Node1851,A
Node1377,Node1852,M
Node1565,Node1853,O
Node1836,Node1854,A
Node491,Node1855,A
Node1156,Node1856,O
Node1317,Node1562,E
Node1454,Node1857,Star
Node1025,Node1770,R
Node894,Node1858,A
Node1558,Node1859,A
Node702,Node1781,E
Node1799,Node1481,A
Node373,Node1860,A
Node1473,Node1754,E
Node1331,Node1861,O
Node745,Node1740,E
Node383,Node1710,E
Node358,Node1862,M
Node1592,Node1863,A
Node1369,Node1317,O
Node1551,Node655,O
Node1572,Node1756,O
Node1768,Node1830,O
Node1796,Node1864,Star
Node1737,Node1855,Star
Node642,Node1865,O
Node1441,Node1866,O
Node25,Node1867,O
Node984,Node1868,O
Node1025,Node1869,Star
Node823,Node1737,E
Node1217,Node1323,Star
Node969,Node1870,O
Node883,Node1871,Star
Node1114,Node1872,O
Node1238,Node1873,O
Node1510,Node797,O
Node1563,Node1441,O
Node442,Node1874,A
Node1084,Node1875,Star
Node605,Node1744,E
Node1233,Node1876,A
Node102,Node1877,O
Node1138,Node1666,R
Node394,Node993,E
Node211,Node1878,O
Node1589,Node1879,O
Node140,Node1795,R
Node940,Node1863,E
Node584,Node1843,R
Node1878,Node1880,O
Node1600,Node1775,R
Node902,Node1716,E
Node306,Node1881,M
Node1307,Node1837,Star
Node133,Node1882,A
Node1542,Node1493,R
Node1087,Node1778,R
Node1146,Node1883,M
Node1403,Node1019,R
Node1567,Node1884,Star
Node893,Node1885,O
Node1375,Node1886,M
Node885,Node1887,O
Node1571,Node1858,O
Node296,Node1888,O
Node67,Node1889,Star
Node1687,Node1890,M
Node1250,Node1891,M
Node1622,Node1892,Star
Node652,Node1893,O
Node1546,Node1637,O
Node539,Node1894,M
Node1734,Node1726,O
Node701,Node1471,A
Node958,Node1891,R
Node268,Node1799,E
Node1856,Node1787,O
Node1640,Node1734,O
Node1418,Node1895,A
Node934,Node1381,Star
Node1814,Node1896,A
Node1214,Node1882,O
Node1150,Node1276,A
Node1275,Node1440,E
Node1763,Node1897,Star
Node543,Node1898,M
Node1064,Node1833,R
Node279,Node1841,E
Node1393,Node1899,Star
Node287,Node1831,R
Node1597,Node1625,Star
Node1881,Node1820,A
Node1719,Node1672,O
Node289,Node1715,E
Node1429,Node1719,Star
Node1388,Node1900,Star
Node1775,Node1393,A
Node1709,Node1901,A
Node840,Node1875,Star
Node261,Node1902,Star
Node905,Node1797,Star
Node1444,Node1566,R
Node1033,Node1903,M
Node396,Node1707,E
Node3,Node1904,Star
Node268,Node1905,A
Node382,Node1819,E
Node71,Node1906,O
Node1825,Node1907,A
Node1349,Node1870,E
Node1467,Node1908,O
Node605,Node1792,E
Node1028,Node1909,O
Node388,Node1842,E
Node1344,Node1698,R
Node1238,Node1910,M
Node1141,Node1856,O
Node1662,Node1911,O
Node1810,Node1912,O
Node1469,Node1435,O
Node845,Node1850,E
Node511,Node1913,A
Node259,Node1357,E
Node1502,Node1914,O
Node867,Node1909,E
Node1795,Node1741,O
Node328,Node1915,Star
Node512,Node1821,R
Node1457,Node1916,Star
Node390,Node1917,A
Node566,Node1918,A
Node342,Node1919,Star
Node17,Node1600,E
Node960,Node1920,A
Node820,Node1921,Star
Node1861,Node1922,O
Node962,Node1498,R
Node318,Node1923,O
Node1149,Node1763,E
Node132,Node1924,Star
Node49,Node1925,O
Node98,Node1676,R
Node357,Node1849,Star
Node242,Node1926,O
Node1198,Node1480,O
Node763,Node1927,M
Node1527,Node1714,E
Node53,Node1928,Star
Node416,Node1871,R
Node1178,Node1546,Star
Node1456,Node1785,E
Node1191,Node1464,R
Node374,Node1929,M
Node1232,Node1930,Star
Node95,Node1931,Star
Node1803,Node1888,Star
Node422,Node1784,R
Node101,Node1911,E
Node1535,Node1932,M
Node198,Node1594,R
Node587,Node1933,A
Node285,Node1934,O
Node835,Node1309,R
Node266,Node1935,O
Node35,Node1788,E
Node931,Node1936,Star
Node916,Node1937,Star
Node822,Node1938,O
Node1753,Node1939,O
Node712,Node1838,E
Node942,Node1859,R
Node1426,Node1940,O
Node1198,Node1941,O
Node179,Node1835,R
Node1061,Node1910,R
Node662,Node1942,O
Node1691,Node1943,O
Node819,Node1499,O
Node397,Node1934,E
Node1362,Node1944,Star
Node1772,Node1945,O
Node466,Node1946,O
Node1289,Node1947,O
Node711,Node1948,O
Node1412,Node1949,A
Node832,Node1950,Star
Node1304,Node1951,A
Node1796,Node1952,Star
Node100,Node1953,M
Node1259,Node1750,R
Node685,Node1954,Star
Node692,Node1732,E
Node621,Node1713,R
Node842,Node1955,A
Node960,Node1956,A
Node1047,Node1957,O
Node1659,Node1958,A
Node1664,Node1959,Star
Node1801,Node1960,O
Node406,Node1961,A
Node1096,Node1534,O
Node235,Node1962,O
Node1422,Node1963,Star
Node956,Node1964,Star
Node151,Node1927,E
Node1855,Node1809,Star
Node842,Node1796,E
Node735,Node1917,E
Node707,Node1965,M
Node975,Node1966,Star
Node462,Node1967,O
Node1157,Node1824,R
Node1321,Node1786,E
Node1358,Node1968,Star
Node881,Node1969,A
Node850,Node1682,R
Node684,Node1689,E
Node1257,Node1660,A
Node641,Node1970,O
Node1313,Node1861,R
Node1643,Node1971,O
Node1663,Node1972,Star
Node174,Node1973,A
Node1444,Node1974,O
Node1372,Node1473,O
Node106,Node1252,R
Node1898,Node1120,A
Node1162,Node1975,O
Node1445,Node1976,Star
Node220,Node1977,O
Node792,Node1692,R
Node13,Node1978,M
Node1146,Node1979,M
Node1414,Node1980,M
Node1337,Node1749,E
Node1300,Node1981,Star
Node1835,Node1982,A
Node261,Node1983,Star
Node1851,Node1984,Star
Node1304,Node1912,E
Node163,Node1985,Star
Node1155,Node1986,Star
Node447,Node1755,Star
Node968,Node1702,Star
Node76,Node1808,E
Node386,Node1429,E
Node1529,Node1951,A
Node248,Node1987,A
Node121,Node1988,O
Node1036,Node1989,O
Node207,Node1396,R
Node1536,Node1990,Star
Node1897,Node1991,Star
Node789,Node1945,R
Node703,Node1970,R
Node1479,Node1947,A
Node1525,Node1622,Star
Node451,Node1800,E
Node1511,Node1992,A
Node1388,Node1993,Star
Node672,Node1994,O
Node666,Node1516,E
Node1803,Node1966,E
Node1901,Node1631,Star
Node1355,Node1995,O
Node624,Node1953,E
Node1597,Node1996,Star
Node379,Node1442,E
Node1630,Node1997,O
Node1240,Node1743,Star
Node626,Node1998,O
Node1431,Node1999,O
Node1315,Node2000,A
Node732,Node2001,Star
Node773,Node2002,Star
Node884,Node1201,E
Node335,Node2003,O
Node1714,Node2004,O
Node1421,Node1705,Star
Node1569,Node1341,O
Node1101,Node2005,Star
Node915,Node2006,M
Node487,Node1806,E
Node1649,Node2007,Star
Node1843,Node1823,O
Node1790,Node1952,A
Node1841,Node2008,A
Node1734,Node2009,O
Node1731,Node2010,M
Node880,Node1991,R
Node204,Node2011,Star
Node902,Node2012,O
Node564,Node2013,Star
Node1385,Node2014,O
Node1581,Node2015,Star
Node1378,Node2016,A
Node1569,Node1724,E
Node1635,Node1874,Star
Node971,Node1812,E
Node7,Node1892,E
Node1901,Node1817,E
Node697,Node1541,E
Node860,Node1961,E
Node585,Node1802,R
Node41,Node2017,O
Node1296,Node2018,Star
Node1939,Node2019,O
Node211,Node2007,R
Node40,Node1982,E
Node930,Node2020,O
Node372,Node2021,Star
Node1999,Node1921,Star
Node871,Node2022,A
Node1517,Node2023,O
Node1423,Node2024,M
Node924,Node2025,O
Node1852,Node2026,A
Node1923,Node2027,O
Node280,Node1708,E
Node587,Node2028,A
Node473,Node1977,O
Node1933,Node2029,M
Node1486,Node2030,Star
Node821,Node2031,Star
Node1928,Node1949,Star
Node662,Node2032,O
Node303,Node1860,O
Node1153,Node1751,R
Node1812,Node2033,A
Node468,Node2034,A
Node1999,Node2035,Star
Node249,Node2036,Star
Node386,Node1815,E
Node2027,Node2037,A
Node1693,Node2038,O
Node1458,Node2039,O
Node1035,Node2040,Star
Node1191,Node1976,R
Node117,Node1240,R
Node540,Node1804,R
Node388,Node2041,A
Node539,Node2042,M
Node387,Node2043,M
Node1007,Node2044,A
Node1975,Node1482,Star
Node1345,Node2045,A
Node1880,Node2046,Star
Node1842,Node2047,Star
Node1801,Node2048,O
Node845,Node2049,A
Node920,Node1545,R
Node1422,Node2050,Star
Node163,Node2051,Star
Node215,Node2052,O
Node252,Node1805,R
Node824,Node2053,O
Node1209,Node2054,O
Node377,Node2055,O
Node815,Node1047,E
Node187,Node2056,O
Node207,Node1782,R
Node775,Node2057,A
Node1121,Node2058,O
Node23,Node2059,Star
Node1820,Node1828,E
Node1413,Node2060,O
Node1039,Node2061,O
Node1104,Node2062,Star
Node1563,Node1596,E
Node70,Node2063,Star
Node758,Node1893,R
Node1723,Node1968,Star
Node346,Node1549,E
Node52,Node2064,Star
Node1123,Node2065,A
Node829,Node2066,M
Node286,Node2067,A
Node843,Node2068,A
Node1897,Node2069,Star
Node1864,Node2070,A
Node428,Node2071,O
Node1919,Node1495,A
Node100,Node2072,M
Node1714,Node2073,O
Node373,Node1998,E
Node1303,Node2056,Star
Node300,Node1752,E
Node427,Node2074,A
Node72,Node1974,E
Node496,Node2075,A
Node619,Node1650,R
Node1289,Node2076,O
Node1397,Node1919,E
Node127,Node2077,O
Node88,Node2078,O
Node1550,Node2079,A
Node775,Node1862,R
Node1960,Node2045,O
Node1130,Node1978,R
Node806,Node1446,Star
Node573,Node1864,R
Node829,Node2080,M
Node438,Node2081,Star
Node1176,Node2082,A
Node464,Node2079,E
Node1522,Node2083,M
Node1664,Node1901,R
Node96,Node933,E
Node996,Node2029,E
Node616,Node2084,A
Node1761,Node2085,O
Node1517,Node2086,O
Node2026,Node2087,A
Node160,Node2088,O
Node339,Node1853,R
Node472,Node1369,E
Node1227,Node2052,R
Node1260,Node2089,O
Node1943,Node2090,A
Node1785,Node1325,R
Node722,Node2091,A
Node950,Node2092,Star
Node273,Node2093,A
Node451,Node2094,A
Node579,Node2095,A
Node222,Node2096,A
Node628,Node2016,R
Node678,Node2097,A
Node703,Node2098,Star
Node489,Node1857,A
Node1760,Node2099,M
Node1386,Node1887,A
Node857,Node1986,R
Node515,Node2100,M
Node835,Node2101,O
Node1678,Node2102,O
Node1003,Node2103,Star
Node1057,Node2089,Star
Node953,Node2065,O
Node1350,Node1896,R
Node1246,Node2032,R
Node330,Node2006,R
Node976,Node2104,O
Node1591,Node2042,Star
Node1473,Node2100,E
Node558,Node2105,O
Node1303,Node2091,R
Node2059,Node830,A
Node577,Node2106,Star
Node1227,Node2107,A
Node1605,Node2081,R
Node1410,Node1902,O
Node1760,Node2108,M
Node1613,Node2109,M
Node46,Node1627,E
Node1329,Node1938,E
Node166,Node2110,Star
Node983,Node2111,M
Node1574,Node2112,M
Node270,Node2113,Star
Node1763,Node2114,Star
Node1993,Node2115,O
Node164,Node1579,E
Node217,Node2116,O
Node135,Node2066,R
Node115,Node2083,R
Node1368,Node2018,R
Node1664,Node1883,R
Node545,Node2111,R
Node546,Node2117,O
Node1681,Node1869,Star
Node1667,Node2118,A
Node1356,Node1712,R
Node1043,Node1941,O
Node1128,Node2119,Star
Node1894,Node2120,M
Node1851,Node1789,R
Node1681,Node1878,E
Node416,Node1385,R
Node1388,Node2121,Star
Node1583,Node1965,A
