parent,child,relationshiptype
Node1384,Node1509,Star
Node609,Node1510,Star
Node1171,Node1511,M
Node749,Node939,R
Node1430,Node1512,A
Node642,Node1513,O
Node686,Node1401,R
Node276,Node1514,M
Node609,Node1238,R
Node266,Node1515,Star
Node90,Node1516,O
Node229,Node1450,E
Node57,Node1440,R
Node1358,Node1516,O
Node758,Node1517,M
Node195,Node1469,E
Node510,Node1518,Star
Node741,Node1519,O
Node780,Node1520,O
Node70,Node1521,M
Node775,Node1284,E
Node180,Node1522,Star
Node917,Node1523,A
Node452,Node1524,A
Node598,Node1475,E
Node725,Node1525,Star
Node785,Node1269,R
Node398,Node1459,E
Node1129,Node1520,A
Node968,Node1526,O
Node1239,Node1527,A
Node1412,Node1528,Star
Node774,Node1529,A
Node933,Node1530,O
Node1033,Node1531,A
Node752,Node1532,O
Node266,Node1397,R
Node335,Node1162,R
Node254,Node1514,E
Node647,Node1533,Star
Node1042,Node1534,Star
Node1336,Node1535,M
Node1343,Node1515,O
Node128,Node1536,A
Node983,Node1537,A
Node21,Node1508,R
Node30,Node1528,E
Node1457,Node1042,O
Node242,Node1538,O
Node200,Node1264,E
Node105,Node1456,R
Node1464,Node1539,Star
Node616,Node1510,E
Node587,Node878,E
Node604,Node1388,A
Node1266,Node1540,O
Node457,Node1541,A
Node156,Node1542,Star
Node1202,Node1543,M
Node1161,Node1544,O
Node25,Node1318,E
Node64,Node1545,Star
Node66,Node1546,O
Node130,Node1448,E
Node118,Node1547,O
Node81,Node1533,E
Node501,Node1372,Star
Node337,Node1548,Star
Node127,Node1549,O
Node708,Node1282,E
Node928,Node1550,Star
Node478,Node1551,O
Node311,Node1425,E
Node1512,Node1552,Star
Node583,Node1317,E
Node857,Node1553,O
Node857,Node1335,R
Node592,Node1506,R
Node917,Node793,R
Node439,Node1257,E
Node265,Node1554,O
Node1461,Node1534,O
Node932,Node1555,Star
Node816,Node1324,A
Node1453,Node1384,A
Node663,Node1556,O
Node205,Node1557,O
Node821,Node1147,Star
Node74,Node1558,O
Node1112,Node1430,R
Node1053,Node1559,O
Node1250,Node1560,Star
Node1125,Node1446,R
Node1021,Node1386,O
Node1067,Node1337,R
Node1475,Node1058,O
Node320,Node1340,E
Node189,Node1561,O
Node687,Node1562,O
Node264,Node1541,R
Node1282,Node1563,A
Node1040,Node1564,O
Node1268,Node1478,Star
Node992,Node1565,A
Node557,Node1566,Star
Node745,Node1567,O
Node757,Node1568,O
Node335,Node1569,A
Node1285,Node1218,O
Node349,Node1570,Star
Node1501,Node1571,O
Node1474,Node1289,O
Node719,Node1168,R
Node1069,Node1572,Star
Node446,Node1573,Star
Node395,Node1477,E
Node1292,Node1265,E
Node170,Node1574,O
Node45,Node1237,E
Node233,Node1575,Star
Node7,Node1576,Star
Node1028,Node1577,Star
Node851,Node1578,M
Node185,Node1470,R
Node277,Node1497,R
Node287,Node1579,Star
Node507,Node1580,O
Node780,Node1581,O
Node864,Node1316,O
Node1193,Node1582,A
Node1435,Node1157,A
Node527,Node1329,E
Node47,Node1404,E
Node569,Node987,E
Node1281,Node1466,O
Node582,Node1583,Star
Node1475,Node1584,O
Node637,Node1585,M
Node653,Node1586,M
Node744,Node1417,R
Node435,Node1096,R
Node819,Node1587,A
Node962,Node1588,A
Node560,Node1267,E
Node347,Node1589,Star
Node886,Node1590,A
Node439,Node1591,A
Node1289,Node1592,A
Node180,Node1447,R
Node1503,Node1593,A
Node875,Node1486,R
Node1526,Node1594,O
Node607,Node1595,O
Node696,Node1527,A
Node1484,Node1596,O
Node13,Node1597,O
Node732,Node1598,Star
Node1262,Node1460,Star
Node838,Node1599,A
Node706,Node1600,Star
Node183,Node1601,O
Node64,Node1602,Star
Node1290,Node1603,Star
Node414,Node1500,R
Node263,Node1604,O
Node1223,Node1593,E
Node1508,Node1215,Star
Node1178,Node1605,Star
Node1260,Node619,E
Node364,Node977,R
Node163,Node1606,A
Node275,Node1607,O
Node1009,Node1559,A
Node1075,Node1608,A
Node952,Node1609,O
Node266,Node1610,Star
Node103,Node1611,A
Node1333,Node1454,R
Node52,Node1573,R
Node1499,Node1612,Star
Node175,Node1613,O
Node1371,Node1614,O
Node969,Node1615,Star
Node96,Node1616,A
Node580,Node1577,E
Node42,Node1617,O
Node1185,Node1270,E
Node1215,Node1618,Star
Node1381,Node1619,Star
Node353,Node1097,R
Node973,Node1561,A
Node1124,Node1620,A
Node347,Node1473,E
Node578,Node1174,R
Node372,Node1272,R
Node873,Node1334,Star
Node433,Node1621,O
Node233,Node1263,E
Node1052,Node1255,E
Node63,Node1622,M
Node40,Node1623,O
Node289,Node1279,E
Node347,Node1624,Star
Node731,Node1583,E
Node1373,Node1625,Star
Node1494,Node1575,A
Node92,Node1626,A
Node396,Node1598,Star
Node851,Node1627,O
Node1502,Node1438,Star
Node830,Node1628,M
Node1025,Node1629,O
Node1170,Node1400,Star
Node947,Node1630,Star
Node1598,Node1625,A
Node1239,Node1631,A
Node247,Node1609,E
Node121,Node1601,R
Node968,Node1632,O
Node468,Node1118,E
Node1110,Node1633,O
Node589,Node1564,R
Node627,Node1503,R
Node1563,Node1580,O
Node1538,Node1634,A
Node1146,Node1635,Star
Node1131,Node1636,O
Node495,Node1571,R
Node1506,Node1637,A
Node1486,Node1638,A
Node1339,Node1275,R
Node881,Node1435,R
Node525,Node1482,E
Node1637,Node1615,O
Node1095,Node1639,O
Node1308,Node1640,O
Node1471,Node1641,A
Node439,Node1602,E
Node570,Node1642,O
Node832,Node1643,O
Node960,Node1367,E
Node335,Node1596,R
Node570,Node1570,E
Node212,Node1644,A
Node1151,Node1581,R
Node1137,Node1089,A
Node101,Node1569,E
Node408,Node1645,O
Node1064,Node1646,Star
Node1233,Node1647,O
Node1541,Node1373,Star
Node373,Node1641,R
Node344,Node1412,R
Node1473,Node1648,O
Node257,Node1642,R
Node1582,Node1649,M
Node421,Node1650,O
Node404,Node1651,M
Node1628,Node1554,O
Node954,Node1652,O
Node928,Node1653,Star
Node491,Node1654,O
Node1199,Node1655,O
Node1027,Node1656,O
Node1221,Node1544,Star
Node355,Node1657,O
Node1400,Node1658,Star
Node1359,Node1659,A
Node1151,Node1660,O
Node163,Node1355,R
Node1112,Node1352,R
Node459,Node1661,A
Node1219,Node1490,A
Node1582,Node1662,O
Node1573,Node1663,O
Node903,Node1664,Star
Node496,Node1665,Star
Node531,Node1242,E
Node342,Node1437,R
Node1092,Node1666,O
Node354,Node1159,R
Node1423,Node1667,M
Node703,Node1361,E
Node168,Node1668,O
Node265,Node1451,R
Node145,Node1542,R
Node232,Node1669,A
Node551,Node1661,R
Node180,Node1331,R
Node1167,Node1670,A
Node1395,Node1671,Star
Node86,Node1365,E
Node1090,Node1672,M
Node971,Node1351,E
Node24,Node1673,M
Node1039,Node1007,R
Node727,Node1674,A
Node1233,Node1675,O
Node276,Node1676,O
Node1596,Node1677,Star
Node409,Node1512,E
Node1229,Node1123,A
Node836,Node1394,E
Node1342,Node1662,A
Node1469,Node1678,O
Node1330,Node1679,Star
Node1270,Node1680,O
Node492,Node1681,Star
Node1295,Node1682,A
Node887,Node1683,O
Node962,Node1626,E
Node1366,Node1538,Star
Node887,Node1684,O
Node1220,Node1409,O
Node984,Node1680,R
Node604,Node1685,A
Node958,Node1620,E
Node1220,Node1498,E
Node1626,Node1686,O
Node769,Node1566,Star
Node686,Node1557,R
Node1159,Node1687,A
Node576,Node1669,E
Node1041,Node1619,R
Node32,Node1688,O
Node906,Node1393,R
Node335,Node1341,R
Node852,Node1664,Star
Node688,Node1689,Star
Node1433,Node1426,A
Node824,Node1676,R
Node892,Node1667,A
Node366,Node1690,O
Node1023,Node1588,A
Node1469,Node1691,O
Node1024,Node1692,A
Node838,Node1693,A
Node1297,Node1694,O
Node1153,Node1695,Star
Node1616,Node1696,A
Node900,Node1697,Star
Node12,Node1698,A
Node1057,Node1617,Star
Node988,Node1699,M
Node625,Node1567,E
Node941,Node1700,A
Node1026,Node1701,O
Node303,Node1694,E
Node301,Node1702,M
Node1064,Node1054,E
Node225,Node1286,E
Node1443,Node1671,Star
Node450,Node1703,A
Node1239,Node1704,A
Node79,Node1705,O
Node1644,Node1618,A
Node1178,Node1706,Star
Node41,Node1328,R
Node819,Node1707,A
Node1439,Node1708,O
Node428,Node1709,O
Node623,Node1710,O
Node1164,Node1711,O
Node1493,Node913,Star
Node1333,Node1552,R
Node842,Node1712,O
Node455,Node1415,A
Node518,Node1713,Star
Node1035,Node1706,E
Node357,Node1632,E
Node1319,Node1453,A
Node880,Node1714,M
Node1581,Node1715,Star
Node1052,Node1547,E
Node381,Node1716,Star
Node101,Node1489,E
Node1695,Node1360,Star
Node8,Node1717,O
Node1280,Node1718,A
Node1626,Node1719,O
Node401,Node1720,O
Node1400,Node1721,Star
Node729,Node1633,E
Node1592,Node1722,A
Node143,Node1723,A
Node1661,Node1366,O
Node103,Node1704,R
Node772,Node1724,O
Node1393,Node1725,Star
Node1685,Node1726,O
Node1617,Node1727,A
Node430,Node1728,Star
Node799,Node1729,O
Node224,Node1730,A
Node776,Node1584,E
Node483,Node1402,R
Node774,Node1670,E
Node176,Node1731,O
Node1477,Node996,A
Node1416,Node1732,M
Node285,Node1657,R
Node1547,Node1733,A
Node214,Node1600,E
Node378,Node1072,E
Node1414,Node1358,Star
Node193,Node1734,Star
Node1170,Node1495,E
Node1250,Node1735,Star
Node1590,Node1532,O
Node1090,Node1736,M
Node937,Node1504,E
Node219,Node1737,O
Node14,Node1738,A
Node895,Node1645,E
Node700,Node1635,R
Node1719,Node1579,A
Node70,Node1739,M
Node314,Node1740,Star
Node269,Node1741,O
Node1549,Node1519,Star
Node1093,Node1608,A
Node1116,Node1742,M
Node1658,Node1743,O
Node1232,Node1389,E
Node205,Node1744,O
Node860,Node1745,O
Node918,Node1736,O
Node545,Node1746,O
Node298,Node1098,E
Node352,Node1747,O
Node1079,Node1748,A
Node155,Node1749,Star
Node212,Node1713,R
Node1243,Node1502,A
Node172,Node1379,E
Node1555,Node1750,A
Node1694,Node1687,O
Node208,Node1445,E
Node721,Node1751,O
Node1064,Node1752,Star
Node299,Node1684,R
Node1663,Node1753,O
Node1126,Node1644,R
Node937,Node1754,O
Node1572,Node1716,O
Node1056,Node1755,M
Node1242,Node1746,O
Node1676,Node981,A
Node1441,Node1756,M
Node1427,Node1756,Star
Node250,Node1599,E
Node1297,Node1757,M
Node216,Node1758,O
Node769,Node1342,R
Node1157,Node1759,O
Node280,Node1760,Star
Node469,Node1761,Star
Node1067,Node1653,R
Node548,Node1762,O
Node578,Node1740,R
Node1371,Node1763,O
Node1277,Node1764,A
Node575,Node1765,O
Node790,Node1766,M
Node1274,Node1767,A
Node643,Node1768,Star
Node1488,Node1769,M
Node568,Node1770,Star
Node454,Node1771,Star
Node35,Node1648,E
Node700,Node1772,Star
Node1672,Node1773,M
Node854,Node783,E
Node256,Node1774,O
Node812,Node1292,E
Node381,Node1775,Star
Node1392,Node1776,A
Node450,Node1658,R
Node1451,Node1719,O
Node1686,Node1777,M
Node249,Node1778,Star
Node1056,Node1779,M
Node1536,Node1780,O
Node214,Node1699,E
Node1472,Node1781,M
Node1601,Node1545,Star
Node1329,Node1782,Star
Node1342,Node1783,A
Node1730,Node1586,A
Node269,Node1784,O
Node1018,Node1785,O
Node1384,Node1721,R
Node727,Node1562,R
Node1118,Node1778,O
Node895,Node1548,E
Node1070,Node1786,M
Node766,Node1761,O
Node182,Node1787,A
Node949,Node1788,M
Node1406,Node1543,A
Node416,Node1789,O
Node108,Node1790,O
Node1768,Node1791,A
Node191,Node1481,R
Node1611,Node1792,O
Node1145,Node1793,O
Node100,Node1794,O
Node700,Node1757,R
Node393,Node1795,O
Node1657,Node1771,Star
Node504,Node1709,E
Node275,Node1796,O
Node1345,Node1797,O
Node1661,Node1563,R
Node805,Node1429,R
Node482,Node1553,R
Node149,Node1697,E
Node736,Node1798,Star
Node1558,Node1745,A
Node727,Node1628,R
Node1065,Node1799,O
Node408,Node1800,O
Node1528,Node1801,A
Node717,Node1802,Star
Node1280,Node1666,R
Node1016,Node1803,A
Node924,Node1804,O
Node682,Node1802,O
Node884,Node1805,Star
Node40,Node1806,O
Node681,Node1659,E
Node995,Node1536,Star
Node827,Node1807,O
Node1022,Node1808,Star
Node1515,Node1809,Star
Node1215,Node1753,R
Node1106,Node1268,Star
Node831,Node1483,O
Node625,Node1773,E
Node399,Node1810,A
Node1775,Node1468,O
Node1182,Node1377,A
Node994,Node1811,A
Node1345,Node1812,O
Node875,Node1674,R
Node1540,Node1813,M
Node1809,Node1814,M
Node1112,Node1815,A
Node501,Node1507,R
Node33,Node1816,A
Node1806,Node1817,O
Node1769,Node1762,O
Node1413,Node1818,M
Node1634,Node1819,M
Node1127,Node1820,M
Node139,Node1720,R
Node903,Node1821,Star
Node965,Node1822,O
Node473,Node1823,A
Node423,Node1623,E
Node1394,Node1824,O
Node969,Node1741,R
Node150,Node1825,A
Node939,Node1081,O
Node882,Node1752,O
Node163,Node1826,A
Node888,Node1827,O
Node1049,Node1330,E
Node678,Node1828,Star
Node78,Node1829,A
Node256,Node1479,E
Node654,Node1830,O
Node1055,Node1309,O
Node146,Node1831,O
Node418,Node1782,E
Node179,Node1298,R
Node1502,Node1681,R
Node949,Node1832,O
Node895,Node1467,E
Node1496,Node1833,M
Node923,Node1834,O
Node66,Node1835,O
Node490,Node1836,Star
Node30,Node1702,E
Node1012,Node1837,O
Node139,Node1499,R
Node39,Node1343,E
Node1125,Node1838,O
Node1721,Node1695,O
Node841,Node1839,Star
Node982,Node1840,Star
Node44,Node1248,R
Node1377,Node1439,E
Node378,Node1770,E
Node992,Node1841,A
Node1275,Node1603,A
Node1661,Node1842,O
Node1495,Node1572,A
Node598,Node1843,A
Node599,Node1844,O
Node872,Node1678,A
Node141,Node1474,R
Node738,Node1845,A
Node148,Node1846,Star
Node1471,Node1847,A
Node454,Node1848,Star
Node414,Node1849,Star
Node103,Node1850,A
Node1592,Node1801,E
Node1460,Node1673,O
Node240,Node1851,A
Node1279,Node1852,Star
Node1066,Node1840,O
Node490,Node1821,E
Node163,Node1814,R
Node1085,Node1631,Star
Node1165,Node1647,E
Node1055,Node1853,O
Node410,Node1854,A
Node518,Node1855,Star
Node904,Node1856,A
Node1431,Node1494,Star
Node1753,Node1844,Star
Node965,Node1857,M
Node323,Node1858,Star
Node1196,Node1621,O
Node1142,Node1859,O
Node129,Node1860,A
Node546,Node1861,A
Node409,Node1862,O
Node1300,Node1863,A
Node1481,Node1590,O
Node731,Node1864,Star
Node1854,Node1865,A
Node1036,Node1866,Star
Node1820,Node1867,Star
Node1039,Node1592,R
Node1210,Node1868,M
Node1264,Node1683,O
Node583,Node1869,Star
Node831,Node1692,R
Node913,Node1870,O
Node1844,Node1668,A
Node1829,Node1651,O
Node1285,Node1396,R
Node1324,Node1535,Star
Node1228,Node1722,O
Node1626,Node1871,O
Node576,Node1024,E
Node1746,Node1410,A
Node198,Node1872,O
Node625,Node1873,Star
Node1,Node1874,Star
Node1310,Node1822,Star
Node1833,Node1743,A
Node1488,Node1875,M
Node905,Node1876,A
Node1587,Node1877,O
Node1655,Node1878,Star
Node519,Node1879,A
Node186,Node1833,E
Node164,Node1880,O
Node1616,Node1781,R
Node155,Node1881,Star
Node95,Node1882,A
Node1624,Node1883,M
Node3,Node1560,R
Node1341,Node1884,Star
Node1204,Node1885,Star
Node1168,Node1886,A
Node1358,Node1369,R
Node1063,Node1663,Star
Node1294,Node1871,R
Node683,Node1887,O
Node193,Node1806,E
Node475,Node1421,E
Node747,Node1888,O
Node930,Node1889,M
Node796,Node1890,M
Node875,Node1813,R
Node1758,Node1464,Star
Node1319,Node1891,A
Node156,Node1892,Star
Node476,Node1893,O
Node575,Node1727,R
Node971,Node1894,Star
Node1515,Node1867,E
Node199,Node1895,A
Node136,Node1896,M
Node1136,Node1427,O
Node287,Node1897,Star
Node1884,Node1565,Star
Node1823,Node1898,O
Node1457,Node1899,O
Node846,Node1597,E
Node1398,Node1900,M
Node388,Node1901,A
Node862,Node1902,A
Node1631,Node1881,O
Node656,Node1903,Star
Node1106,Node1904,Star
Node1377,Node1905,A
Node1374,Node1613,O
Node820,Node1842,E
Node742,Node1449,E
Node1418,Node1906,Star
Node1443,Node1299,R
Node409,Node1738,E
Node458,Node1907,O
Node573,Node1779,R
Node1679,Node1908,A
Node564,Node1869,E
Node1027,Node1909,O
Node1355,Node1910,O
Node1366,Node1911,Star
Node1909,Node1805,Star
Node757,Node1912,O
Node384,Node1811,R
Node1062,Node850,O
Node175,Node1913,O
Node642,Node1914,O
Node1344,Node1884,O
Node1874,Node1915,A
Node1793,Node1916,M
Node782,Node1917,Star
Node756,Node1918,M
Node1345,Node1919,O
Node1434,Node1616,O
Node511,Node1920,Star
Node232,Node1921,A
Node939,Node1922,O
Node1081,Node1518,E
Node495,Node1923,O
Node1823,Node1924,O
Node1407,Node1925,A
Node414,Node1926,Star
Node145,Node1899,R
Node7,Node1890,R
Node1423,Node1927,O
Node1924,Node1928,O
Node1579,Node1652,O
Node1832,Node1929,Star
Node906,Node1930,O
Node1016,Node1922,R
Node1289,Node1786,E
Node234,Node1931,Star
Node1634,Node1932,O
Node697,Node1933,O
Node648,Node1934,O
Node877,Node1935,Star
Node562,Node1936,O
Node1341,Node1937,Star
Node917,Node1866,R
Node1589,Node1938,A
Node1222,Node1862,E
Node313,Node1939,Star
Node772,Node1940,O
Node1256,Node1339,R
Node1187,Node1826,R
Node635,Node1941,M
Node1217,Node1942,O
Node1446,Node1943,Star
Node808,Node1944,O
Node664,Node1654,E
Node919,Node1945,Star
Node347,Node1946,Star
Node858,Node1947,O
Node652,Node1948,Star
Node1302,Node1949,A
Node912,Node1950,O
Node550,Node1951,O
Node38,Node1913,R
Node757,Node1952,O
Node1692,Node1610,A
Node1001,Node1953,Star
Node1550,Node1954,M
Node1838,Node1955,A
Node1620,Node1843,A
Node1701,Node1956,A
Node329,Node1957,O
Node1391,Node1958,A
Node1089,Node1959,O
Node1712,Node1864,O
Node119,Node1960,M
Node985,Node1656,Star
Node1612,Node1961,M
Node1710,Node1962,A
Node291,Node1941,E
Node920,Node1963,A
Node575,Node1964,O
Node618,Node1816,O
Node1643,Node1731,Star
Node687,Node1175,E
Node1506,Node1965,A
Node207,Node1789,R
Node1272,Node1966,A
Node841,Node1754,E
Node718,Node1918,Star
Node1335,Node1589,A
Node1851,Node1030,O
Node1672,Node1967,O
Node1737,Node1939,O
Node1001,Node1701,E
Node1631,Node1968,O
Node1814,Node1794,A
Node181,Node1969,O
Node1220,Node1726,E
Node829,Node1970,O
Node468,Node1971,A
Node200,Node1759,E
Node1954,Node1796,A
Node93,Node1905,E
Node1053,Node1622,R
Node1131,Node1923,R
Node973,Node1972,A
Node820,Node1973,O
Node212,Node1974,A
Node5,Node1857,R
Node1012,Node1897,E
Node1616,Node1874,R
Node646,Node1870,E
Node1006,Node1968,E
Node285,Node1888,R
Node1971,Node1975,Star
Node1581,Node1976,Star
Node383,Node1259,R
Node455,Node1977,A
Node713,Node1978,A
Node425,Node1979,Star
Node96,Node1689,R
Node33,Node1163,R
Node1646,Node1980,M
Node541,Node1981,A
Node404,Node1982,O
Node1722,Node1848,O
Node1602,Node1591,O
Node807,Node1983,O
Node147,Node1909,R
Node850,Node1649,A
Node1162,Node1815,O
Node1336,Node1984,M
Node1187,Node1818,R
Node1892,Node1985,A
Node987,Node1986,O
Node1880,Node1987,O
Node1630,Node1988,M
Node1165,Node1537,E
Node175,Node1989,O
Node1863,Node1990,Star
Node367,Node1932,E
Node61,Node1348,R
Node1378,Node1991,O
Node780,Node1860,E
Node1079,Node1906,E
Node960,Node1992,A
Node1555,Node1827,E
Node1677,Node1434,O
Node1613,Node1993,Star
Node1215,Node1994,Star
Node806,Node1977,R
Node1866,Node1830,A
Node1553,Node1995,A
Node1693,Node1729,A
Node1796,Node1996,Star
Node874,Node1829,Star
Node846,Node1832,E
Node1753,Node1882,E
Node1936,Node1997,A
Node1626,Node1885,R
Node999,Node1998,O
Node1518,Node1912,O
Node1342,Node1999,A
Node1326,Node1898,O
Node1691,Node1458,A
Node1081,Node2000,A
Node243,Node2001,A
root,Node2002,M
Node1307,Node1824,A
Node506,Node2000,R
Node1775,Node2003,O
Node132,Node1825,R
Node736,Node2004,Star
Node554,Node1807,E
Node327,Node1965,E
Node77,Node1758,E
Node750,Node2005,M
Node1063,Node2006,Star
Node643,Node2007,Star
Node860,Node2008,M
Node1603,Node1929,Star
Node712,Node2009,O
Node1880,Node1875,R
Node231,Node2010,A
Node1446,Node2011,Star
Node1119,Node2012,O
Node1312,Node1856,Star
Node216,Node2005,E
Node1983,Node2013,A
Node1142,Node1988,E
Node89,Node2014,O
Node539,Node1364,E
Node1212,Node2007,O
Node1144,Node2015,Star
Node1273,Node2016,O
Node959,Node1858,O
Node1551,Node2017,O
Node458,Node2018,O
Node1523,Node2019,M
Node325,Node1037,R
Node486,Node2020,O
Node904,Node1493,R
Node1848,Node1792,Star
Node1101,Node2008,E
Node2016,Node1775,A
Node1889,Node2021,O
Node121,Node1728,R
Node480,Node2022,Star
Node1537,Node2023,A
Node1629,Node2024,M
Node1626,Node1638,R
Node1382,Node2017,E
Node394,Node1777,Star
Node145,Node2025,A
Node255,Node2026,O
Node1611,Node2027,O
Node353,Node2028,A
Node1436,Node2029,O
Node636,Node2030,O
Node434,Node1911,R
Node1258,Node2031,Star
Node699,Node2032,O
Node1235,Node2033,O
Node356,Node1933,E
Node1900,Node1955,Star
Node727,Node1703,R
Node735,Node1768,R
Node1805,Node2014,A
Node688,Node1643,R
Node1162,Node1900,E
Node105,Node1921,R
Node1691,Node2034,A
Node517,Node1688,R
Node897,Node1747,O
Node1626,Node1606,R
Node1489,Node2035,O
Node1604,Node2036,M
Node134,Node1767,R
Node592,Node1710,R
Node843,Node2037,A
Node854,Node2038,A
Node948,Node1087,Star
Node1445,Node2019,A
Node712,Node2039,O
Node307,Node1675,E
Node1586,Node2040,A
Node649,Node2041,Star
Node394,Node2042,Star
Node1922,Node2043,Star
Node562,Node2044,O
Node1345,Node2045,O
Node258,Node2046,O
Node1246,Node2047,M
Node826,Node2048,Star
Node524,Node2049,M
Node369,Node2050,Star
Node1776,Node2051,A
Node58,Node2052,Star
Node854,Node1996,E
Node1723,Node2053,O
Node598,Node2054,A
Node1576,Node1936,O
Node589,Node1828,R
Node2031,Node2055,O
Node810,Node2056,A
Node1042,Node2057,Star
Node126,Node2058,Star
Node1207,Node791,R
Node1458,Node1952,Star
Node1331,Node1655,A
Node1481,Node2059,O
Node635,Node2060,M
Node1819,Node2061,M
Node683,Node1712,E
Node968,Node2062,O
Node1795,Node1742,O
Node1741,Node1607,O
Node810,Node1707,R
Node229,Node2046,E
Node1002,Node2063,M
Node1449,Node2055,Star
Node1302,Node2064,A
Node454,Node1776,E
Node770,Node1321,A
Node1538,Node1399,R
Node1357,Node2065,A
Node1809,Node2066,O
Node379,Node1961,R
Node305,Node2067,Star
Node1783,Node2068,O
Node95,Node1847,E
Node77,Node2069,Star
Node570,Node1959,E
Node757,Node2070,O
Node1403,Node1424,A
Node1023,Node2071,A
Node115,Node2072,M
Node1708,Node2073,A
Node410,Node1803,R
Node982,Node1879,E
Node1044,Node1800,A
Node430,Node2074,Star
Node874,Node2075,Star
Node611,Node2076,O
Node1963,Node1908,A
Node1698,Node2051,Star
Node105,Node1910,R
Node1166,Node1013,R
Node238,Node1892,R
Node1597,Node2077,O
Node490,Node2078,Star
Node1028,Node2079,Star
Node764,Node1546,R
Node847,Node2080,Star
Node337,Node1946,E
Node851,Node2081,O
Node1206,Node2082,O
Node1521,Node2083,M
Node1755,Node2084,O
Node368,Node2085,O
Node39,Node1854,E
Node681,Node2086,Star
Node1164,Node1790,E
Node31,Node2087,Star
Node1624,Node2088,O
Node1174,Node2089,Star
Node1207,Node2026,R
Node1638,Node2082,O
Node781,Node2090,A
Node897,Node2091,O
Node506,Node1901,R
Node103,Node2092,A
Node1949,Node1948,Star
Node567,Node1068,R
Node499,Node2093,A
Node1836,Node1927,Star
Node1442,Node2094,O
Node1071,Node2001,E
Node1391,Node1872,E
Node1555,Node1883,E
Node1828,Node1611,Star
Node1357,Node1169,R
Node1937,Node2095,Star
Node1744,Node2096,M
Node1571,Node2097,A
Node1119,Node2098,O
Node1095,Node2099,O
Node434,Node1691,R
Node879,Node2100,Star
Node1589,Node2098,R
Node1568,Node2101,M
Node1338,Node2102,Star
Node2079,Node2103,A
Node2018,Node2104,A
Node1904,Node2105,A
Node1060,Node1981,O
Node552,Node1954,R
Node1881,Node1760,O
Node416,Node2106,O
Node1656,Node2107,A
Node1757,Node1935,O
Node964,Node2108,O
Node2020,Node2090,A
Node910,Node1764,R
Node1082,Node1380,R
Node1232,Node2109,O
Node298,Node2110,Star
Node1319,Node1725,R
Node163,Node2111,A
Node1583,Node1310,A
Node427,Node2112,A
Node1926,Node2113,O
Node961,Node1765,R
Node6,Node1382,E
Node1890,Node2114,O
Node1275,Node2115,A
Node1992,Node2116,Star
Node1595,Node2117,Star
Node1930,Node2118,O
Node2086,Node2074,A
Node1687,Node2068,A
Node1623,Node2091,A
Node1183,Node2034,R
Node1981,Node1391,A
Node1714,Node1917,A
Node558,Node2087,R
Node1649,Node2056,O
Node144,Node2119,Star
Node353,Node2120,A
Node1379,Node2121,A
Node61,Node1471,R
Node2059,Node1853,A
Node645,Node2122,M
Node1598,Node1877,R
Node1867,Node1940,O
Node1916,Node2123,O
Node1849,Node2025,A
Node923,Node2124,M
Node656,Node1677,R
Node993,Node2125,O
Node1635,Node1705,O
Node790,Node2126,M
Node1217,Node2127,O
Node698,Node1693,R
Node1070,Node2128,M
Node1195,Node2086,A
Node1705,Node2129,A
Node1046,Node1780,O
Node503,Node2102,E
Node1800,Node2100,Star
Node376,Node2075,E
Node638,Node2130,O
Node137,Node1994,R
Node889,Node1428,R
Node992,Node1418,E
Node2112,Node2049,O
Node1368,Node2131,M
Node825,Node2132,Star
Node215,Node2133,Star
Node507,Node2134,O
Node1982,Node2135,M
Node1978,Node2136,M
Node2031,Node2137,O
Node431,Node2138,M
Node701,Node1886,E
Node805,Node2094,R
Node1576,Node1735,E
Node893,Node2139,A
Node1268,Node1306,R
Node405,Node2110,R
Node101,Node2140,A
Node98,Node2141,A
Node1793,Node2142,M
Node1095,Node2143,M
Node308,Node2144,A
Node1751,Node2126,A
Node884,Node2078,E
Node152,Node2145,M
Node762,Node2146,O
Node1885,Node2104,O
Node839,Node1784,E
Node350,Node1698,E
Node2011,Node2147,A
Node1830,Node2148,O
Node168,Node2149,O
Node755,Node1914,R
Node1436,Node2150,M
Node2086,Node2147,E
Node1001,Node2151,Star
Node300,Node2152,A
Node1402,Node2153,Star
Node547,Node2154,O
Node1225,Node1891,R
Node2061,Node2155,O
Node1526,Node2156,M
Node1826,Node2157,A
Node498,Node1944,O
Node259,Node2158,A
Node221,Node2150,R
Node278,Node1637,E
Node228,Node2159,O
Node2067,Node2160,M
Node57,Node2161,Star
Node935,Node2162,M
Node683,Node1980,E
Node610,Node1943,R
Node504,Node1998,E
Node2070,Node1992,O
Node2101,Node1993,Star
Node2107,Node1724,O
Node1748,Node2163,A
Node1389,Node1938,O
Node246,Node2164,O
Node91,Node1920,R
Node269,Node1971,R
Node137,Node2041,R
Node1631,Node2038,E
Node490,Node1679,E
Node2163,Node1838,A
Node197,Node1931,R
Node304,Node2165,Star
Node561,Node2166,O
Node2160,Node1902,Star
Node887,Node2164,E
Node1136,Node2160,E
Node821,Node2101,E
Node388,Node2167,A
Node2117,Node1895,Star
Node1667,Node2168,Star
Node242,Node2169,M
Node1695,Node2170,Star
Node881,Node2171,Star
Node142,Node2172,Star
Node895,Node2173,Star
